ASIN,Title,Price,Image_URL,Date,Time,Added_to_Cart,Amazon_Link
B09ZT8MPXM,RUDRAPRAYAG Women's Maxi Anarkali Dress,"2,168",https://a.media-amazon.com/images/I/81SQNbAE-qL._SY679_.jpg,2025-05-01,18:10:09,Yes,https://www.amazon.in/RUDRAPRAYAG-Women-Maxi-Gown/dp/B09ZT8MPXM/ref=sr_1_6?dib=eyJ2IjoiMSJ9.OG3noD1_eakWuUsYmtZzFdYBOFAGyplKbLFcZrsDYZ2ppxXYMRkBkTHx3bx_qBMzSZ5nH-MONEDK8YUjWGRg1VMxLQkOvJX2-cGFfmRh6sAIuDHuoxcNbnM5f57Qss2g1wyuu0JT-DRYdkqOnG6slIzBHhzBFcCtdIhqz_F_WB3sGR3QoW0vlB5RYYFzTn14jdYayzTfB3-OzP0jUPgCx13JUjoJV2e1RpNadOVvariKNRSzcL6Mxlk9SvCucgBZesIEe2igGHbAsp0cj-pc4KQAEpQdYCGSPDh-0ZtHAn8.5m9O9PSPMG4rxtL9wXORzYs6JRlBV8PgpIbK51XYkuM&dib_tag=se&keywords=white%2Bcolour%2Bgown&qid=1746103191&sr=8-6&th=1&psc=1
